id,name,developer,publisher,region,releaseDate,category,esrb,players,upc,board,sortName,UnitsSold
NES-J8-USA,Metal Mech: Man & Machine,Sculptured Software,Jaleco,NTSC (N. America),1991-03,Action & Adventure,Everyone,1,32264900178,NES-SLROM,METAL MECH: MAN & MACHINE,
NES-4M-USA,Metal Storm,Tamtex,Irem,NTSC (N. America),1991-02,Action & Adventure,Everyone,1,7.16E+11,NES-TLROM,METAL STORM,
NES-MT-USA,Metroid,"Nintendo Research & Development 1, Intelligent Systems",Nintendo,NTSC (N. America),1987-08,Action & Adventure,Everyone,1,45496630348,NES-SNROM,METROID,"2,730,000"
NES-W4-USA,Michael Andretti's World GP,Human Entertainment,American Sammy,NTSC (N. America),1990-06,Racing,Everyone,1,39471885076,NES-TLROM,MICHAEL ANDRETTI'S WORLD GP,
NES-MI-USA,Mickey Mousecapade,Hudson Soft,Capcom,NTSC (N. America),1988-10,Action & Adventure,Everyone,1,36881778141,NES-CNROM,MICKEY MOUSECAPADE,
NES-NL-USA,Mickey's Adventures in Numberland,Beam Software,Hi Tech Expressions,NTSC (N. America),1994-03,Educational,Everyone,1,87855000218,NES-TLROM,MICKEY'S ADVENTURES IN NUMBERLAND,
NES-M8-USA,Mickey's Safari in Letterland,Beam Software,Hi Tech Expressions,NTSC (N. America),1993-03,Educational,Everyone,1,87855000201,ACCLAIM-MC-ACC,MICKEY'S SAFARI IN LETTERLAND,
NES-MP-USA,Might and Magic Book One: The Secret of the Inner Sanctum,New World Computing,American Sammy,NTSC (N. America),1992-08,Action & Adventure,Everyone,1,39471905125,NES-TKROM,MIGHT AND MAGIC BOOK ONE: THE SECRET OF THE INNER SANCTUM,
NES-BJ-USA,Mighty Bomb Jack,Tecmo,Tecmo,NTSC (N. America),1987-07,Action & Adventure,Everyone,1,18946110028,NES-CNROM,MIGHTY BOMB JACK,"1,500,000"
NES-MF-USA,Mighty Final Fight,Capcom,Capcom,NTSC (N. America),1993-07,Action & Adventure,Everyone,1,13388110377,NES-TLROM,MIGHTY FINAL FIGHT,
NES-PT-USA,Mike Tyson's Punch-Out!!,Nintendo Research & Development 3,Nintendo,NTSC (N. America),1987-10,Sports,Everyone,1,45496630287,NES-PEEOROM,MIKE TYSON'S PUNCH-OUT!!,
NES-ML-USA,Millipede,HAL Laboratory,HAL America,NTSC (N. America),1988-10,Arcade,Everyone,2,7.10E+11,NES-NROM-128,MILLIPEDE,
NES-KM-USA,Milon's Secret Castle,Hudson Soft,Hudson Soft,NTSC (N. America),1988-09,Puzzle,Everyone,1,39854000027,NES-CNROM,MILON'S SECRET CASTLE,
NES-9M-USA,The Miracle Piano Teaching System,Software Toolworks,Software Toolworks,NTSC (N. America),1990,Educational,Everyone,1,24294001147,NES-SJROM,MIRACLE PIANO TEACHING SYSTEM,
NES-U4-USA,Mission: Impossible,Konami,Ultra Games,NTSC (N. America),1990-09,Action & Adventure,Everyone,1,83717120094,KONAMI-TLROM,MISSION: IMPOSSIBLE,
NES-6B-USA,Monopoly,Sculptured Software,Parker Brothers,NTSC (N. America),1991-05,Party,Everyone,8,73000040284,NES-SLRROM,MONOPOLY,
NES-1Y-USA,Monster in My Pocket,Konami,Konami,NTSC (N. America),1992-01,Action & Adventure,Everyone,2,83717110248,NES-TLROM,MONSTER IN MY POCKET,
NES-P1-USA,Monster Party,Human Entertainment,Bandai,NTSC (N. America),1989-06,Action & Adventure,Everyone,1,45557074005,NES-SL1ROM,MONSTER PARTY,
NES-LU-USA,Monster Truck Rally,Realtime Associates,INTV,NTSC (N. America),1991-09,Racing,Everyone,4,18571091037,NES-CNROM,MONSTER TRUCK RALLY,
NES-5M-USA,Motor City Patrol,Source Research & Development,Matchbox,NTSC (N. America),1992-01,Racing,Everyone,1,35995727045,NES-SLROM,MOTOR CITY PATROL,
UNR-21-USA,Mr. Gimmick,"Sunsoft
Toshiba Vestron Video (FC)",Unreleased,NTSC (N. America),N/A,Platformer,N/A,N/A,N/A,N/A,MR. GIMMICK,
NES-M9-USA,Ms. Pac-Man,Now Production,Namco,NTSC (N. America),1993-11,Arcade,Everyone,2,7.23E+11,NES-NROM-256,MS. PAC-MAN,
NES-UA-USA,Muppet Adventure: Chaos at the Carnival,Mind's Eye,Hi Tech Expressions,NTSC (N. America),1990-11,Action & Adventure,Everyone,1,87855000409,NES-SGROM,MUPPET ADVENTURE: CHAOS AT THE CARNIVAL,
NES-6M-USA,The Mutant Virus: Crisis in a Computer World,Rocket Science Games,American Softworks,NTSC (N. America),1992-04,Action & Adventure,Everyone,1,7.30E+11,NES-SLROM,MUTANT VIRUS: CRISIS IN A COMPUTER WORLD,
NES-HQ-USA,Mystery Quest,Carry Lab,Taxan,NTSC (N. America),1989-04,RPG,Everyone,1,40886697833,NES-CNROM,MYSTERY QUEST,
NES-NQ-USA,NARC,Rare,Acclaim Entertainment,NTSC (N. America),1990-08,Arcade,Everyone,2,41240134650,NES-AMROM,NARC,
NES-UG-USA,NES Open Tournament Golf,Nintendo Research & Development 2,Nintendo,NTSC (N. America),1991-09,Sports,Everyone,2,45496630669,NES-SNROM,NES OPEN TOURNAMENT GOLF,"1,000,000"
NES-NB-USA,NES Play Action Football,TOSE,Nintendo,NTSC (N. America),1990-09,Sports,Everyone,4,45496630522,NES-TLSROM,NES PLAY ACTION FOOTBALL,
UNR-22-USA,New Ghostbusters II,HAL Laboratory,Unreleased,NTSC (N. America),N/A,Action & Adventure,N/A,N/A,N/A,N/A,NEW GHOSTBUSTERS II,
NES-FN-USA,NFL Football,Atlus,LJN,NTSC (N. America),1989-09,Sports,Everyone,2,23582051581,NES-UNROM,NFL FOOTBALL,
NES-NC-USA,Nigel Mansell's World Championship Racing,Gremlin Graphics,GameTek,NTSC (N. America),1993-10,Racing,Everyone,2,43948530017,NES-SLROM,NIGEL MANSELL'S WORLD CHAMPIONSHIP RACING,
NES-ES-USA,A Nightmare on Elm Street,Rare,LJN,NTSC (N. America),1990-10,Action & Adventure,Everyone,4,23582051598,NES-AMROM,NIGHTMARE ON ELM STREET,
NES-8Y-USA,Nightshade,Beam Software,Ultra Games,NTSC (N. America),1992-01,Action & Adventure,Everyone,1,83717120162,NES-TLROM,NIGHTSHADE,
NES-N4-USA,Ninja Crusaders,NMK,American Sammy,NTSC (N. America),1990-12,Action & Adventure,Everyone,2,39471885106,NES-TGROM,NINJA CRUSADERS,
NES-NG-USA,Ninja Gaiden,Tecmo,Tecmo,NTSC (N. America),1989-03,Action & Adventure,Everyone,1,18946110073,NES-SLROM,NINJA GAIDEN,
NES-NW-USA,Ninja Gaiden II: The Dark Sword of Chaos,Tecmo,Tecmo,NTSC (N. America),1990-05,Action & Adventure,Everyone,1,18946110103,NES-TLROM,NINJA GAIDEN II: THE DARK SWORD OF CHAOS,
NES-3N-USA,Ninja Gaiden III: The Ancient Ship of Doom,Tecmo,Tecmo,NTSC (N. America),1991-08,Action & Adventure,Everyone,1,18946110134,NES-TLROM,NINJA GAIDEN III: THE ANCIENT SHIP OF DOOM,
NES-NK-USA,Ninja Kid,TOSE,Bandai,NTSC (N. America),1986-10,Action & Adventure,Everyone,1,45557872021,NES-CNROM,NINJA KID,"1,250,000"
NES-XZ-USA,Nintendo World Cup,Techn?s Japan,Nintendo,NTSC (N. America),1990-12,Sports,Everyone,4,45496730130,NES-TLROM,NINTENDO WORLD CUP,"1,480,000"
UNR-23-USA,Noah's Ark,Source Research & Development,Unreleased,NTSC (N. America),N/A,Platformer,N/A,N/A,N/A,NES-TKEPROM,NOAH'S ARK,
NES-NZ-USA,Nobunaga's Ambition,Koei,Koei,NTSC (N. America),1989-06,Strategy,Everyone,8,40198000079,NES-SOROM,NOBUNAGA'S AMBITION,
NES-NU-USA,Nobunaga's Ambition II,Koei,Koei,NTSC (N. America),1991-04,Strategy,Everyone,1,40198000185,NES-ETROM,NOBUNAGA'S AMBITION II,
NES-N5-USA,North & South,Kemco,Kemco*Seika,NTSC (N. America),1990-12,Strategy,Everyone,2,44499000127,NES-TSROM,NORTH & SOUTH,
NES-OW-USA,Operation Wolf,Taito,Taito,NTSC (N. America),1989-05,Action & Adventure,Everyone,1,20588010086,NES-SL1ROM,OPERATION WOLF,
NES-5H-USA,Orb-3D,Software Toolworks,Hi Tech Expressions,NTSC (N. America),1990-10,Action & Adventure,Everyone,1,87855000522,NES-SCROM,ORB-3D,
NES-OH-USA,Othello,HAL Laboratory,Acclaim Entertainment,NTSC (N. America),1988-12,Puzzle,Everyone,2,21481102052,NES-NROM-256,OTHELLO,
UNR-24-USA,Over Horizon,"Pixel, Hot-B",Unreleased,NTSC (N. America),N/A,Shooter,N/A,N/A,N/A,N/A,OVER HORIZON,
NES-VL-USA,Overlord,Probe Software,Virgin Interactive,NTSC (N. America),1993-01,Strategy,Everyone,1,52145800069,VIRGIN-SNROM,OVERLORD,
NES-EW-USA,P.O.W.: Prisoners of War,SNK,SNK,NTSC (N. America),1989-09,Action & Adventure,Everyone,1,18484185007,NES-SL1ROM,P.O.W.: PRISONERS OF WAR,
NES-P7-USA,Pac-Man,Namco,Tengen,NTSC (N. America),1993-11,Action & Adventure,Everyone,2,31763031116,NES-NROM-128,PAC-MAN,
NES-P7-USA,Pac-Man,Namco,Namco,NTSC (N. America),1993-11,Action & Adventure,Everyone,2,7.23E+11,NES-NROM-128,PAC-MAN,
NES-JI-USA,Palamedes,Natsume,Hot-B,NTSC (N. America),1990-11,Puzzle,Everyone,2,93455100050,NES-SEROM,PALAMEDES,
NES-PR-USA,Panic Restaurant,EIM (video game developer),Taito,NTSC (N. America),1992-10,Action & Adventure,Everyone,1,20588010529,NES-TLROM,PANIC RESTAURANT,
NES-PY-USA,Paperboy,Eastridge Technology,Mindscape,NTSC (N. America),1988-12,Action & Adventure,Everyone,2,50047103110,NES-CNROM,PAPERBOY,
NES-Y7-USA,Paperboy 2,Eastridge Technology,Mindscape,NTSC (N. America),1992-04,Action & Adventure,Everyone,2,50047110095,NES-UOROM,PAPERBOY 2,
UNR-25-USA,Parasol Stars: Rainbow Island II,Ocean Software,Unreleased,NTSC (N. America),N/A,Platformer,N/A,N/A,N/A,N/A,PARASOL STARS: RAINBOW ISLAND II,
UNR-26-USA,Parodius,Konami,Unreleased,NTSC (N. America),N/A,Shooter,N/A,N/A,N/A,N/A,PARODIUS,
NES-KY-USA,Phantom Fighter,"Marionette, SRS",FCI,NTSC (N. America),1990-04,Action & Adventure,Everyone,1,22909100094,NES-SGROM,PHANTOM FIGHTER,
NES-P5-USA,Pictionary,Software Creations,LJN,NTSC (N. America),1990-07,Party,Everyone,4,23582051802,NES-SLROM,PICTIONARY,
NES-PN-USA,Pinball,Nintendo Research & Development 1,Nintendo,NTSC (N. America),1985-10-18,Arcade,Everyone,2,45496630171,HVC-NROM-128,PINBALL,"1,850,000"
NES-P9-USA,Pinball Quest,TOSE,Jaleco,NTSC (N. America),1990-06,Arcade,Everyone,1,32264900147,NES-SLROM,PINBALL QUEST,
NES-IO-USA,Pin*Bot,Rare,Nintendo,NTSC (N. America),1990-04,Arcade,Everyone,4,65810267296,NES-TQROM,PIN*BOT,
NES-4P-USA,Pipe Dream,Distinctive Software,Bullet-Proof Software,NTSC (N. America),1990-09,Puzzle,Everyone,2,7.16E+11,NES-CNROM,PIPE DREAM,
NES-8U-USA,Pirates!,Rare,Ultra Games,NTSC (N. America),1991-10,Strategy,Everyone,1,83717120148,NES-SKROM,PIRATES!,
NES-PU-USA,Platoon,Sunsoft,Sunsoft,NTSC (N. America),1988-12,Shooter,Everyone,1,20763110051,NES-SLROM,PLATOON,
NES-PP-USA,Popeye,Nintendo Research & Development 1,Nintendo,NTSC (N. America),1986-06,Action & Adventure,Everyone,2,1.00E+11,NES-NROM-128,POPEYE,"1,100,000"
NES-7T-USA,Power Blade,Natsume,Taito,NTSC (N. America),1991-03,Action & Adventure,Everyone,1,20588010314,NES-TLROM,POWER BLADE,
NES-PB-USA,Power Blade 2,Natsume,Taito,NTSC (N. America),1992-10,Action & Adventure,Everyone,1,7.30E+11,NES-TLROM,POWER BLADE 2,
NES-P2-USA,Power Punch II,Beam Software,American Softworks,NTSC (N. America),1992-06,Sports,Everyone,1,7.30E+11,NES-TLROM,POWER PUNCH II,
NES-PL-USA,Predator,Pack-In-Video,Activision,NTSC (N. America),1989-04,Action & Adventure,Everyone,1,47875700024,NES-SLROM,PREDATOR,
NES-PA-USA,Prince of Persia,MotiveTime,Virgin Interactive,NTSC (N. America),1992-11,Platformer,Everyone,1,52145800083,NES-UNROM,PRINCE OF PERSIA,
NES-RT-USA,Princess Tomato in the Salad Kingdom,Hudson Soft,Hudson Soft,NTSC (N. America),1991-02,Action & Adventure,Everyone,1,39854000089,NES-SGROM,PRINCESS TOMATO IN THE SALAD KINGDOM,
NES-S5-USA,Pro Sport Hockey,TOSE,Jaleco,NTSC (N. America),1993-11,Sports,Everyone,2,32264700099,NES-TLSROM,PRO SPORT HOCKEY,
NES-PW-USA,Pro Wrestling,Nintendo Research & Development 3,Nintendo,NTSC (N. America),1987-03,Sports,Everyone,2,45496630294,NES-UNROM,PRO WRESTLING,"2,400,000"
NES-QP-USA,Punch-Out!! Featuring Mr. Dream,Nintendo Research & Development 3,Nintendo,NTSC (N. America),1990,Sports,Everyone,1,45496630614,NES-PNROM,PUNCH-OUT!! FEATURING MR. DREAM,"3,000,000"
NES-6P-USA,The Punisher,Beam Software,LJN,NTSC (N. America),1990-11,Action & Adventure,Everyone,1,23582051680,NES-TLROM,PUNISHER,
NES-UO-USA,Puss 'n Boots: Pero's Great Adventure,Shouei System,Electro Brain,NTSC (N. America),1990-06,Action & Adventure,Everyone,1,99451413613,NES-UNROM,PUSS 'N BOOTS: PERO'S GREAT ADVENTURE,
NES-ZP-USA,Puzznic,Taito,Taito,NTSC (N. America),1990-11,Puzzle,Everyone,1,20588010246,NES-CNROM,PUZZNIC,
NES-QB-USA,Q*bert,Konami,Ultra Games,NTSC (N. America),1989-02,Action & Adventure,Everyone,2,83717120063,NES-CNROM,Q*BERT,
NES-QX-USA,Qix,Novotrade International,Taito,NTSC (N. America),1991-01,Puzzle,Everyone,2,20588010291,NES-SNROM,QIX,
NES-RS-USA,R.B.I. Baseball,Tengen,Tengen,NTSC (N. America),1988,Sports,Everyone,2,31763021124,NES-DEROM,R.B.I. BASEBALL,
NES-PM-USA,R.C. Pro-Am,Rare,Nintendo,NTSC (N. America),1988-02,Racing,Everyone,1,74470563242,NES-AN1ROM,R.C. PRO-AM,"2,140,000"
NES-R2-USA,R.C. Pro-Am II,Rare,Tradewest,NTSC (N. America),1992-12,Racing,Everyone,4,31719199235,NES-AOROM,R.C. PRO-AM II,
NES-RE-USA,Racket Attack,TOSE,Jaleco,NTSC (N. America),1988-10,Sports,Everyone,2,32264900048,NES-SLROM,RACKET ATTACK,
UNR-27-USA,Rackets & Rivals,Konami,Unreleased,NTSC (N. America),N/A,Sports,N/A,N/A,N/A,N/A,RACKETS & RIVALS,
NES-RC-USA,Rad Racer,Square,Nintendo,NTSC (N. America),1987-10,Racing,Everyone,1,45496630362,NES-SGROM,RAD RACER,"1,960,000"
NES-QR-USA,Rad Racer II,Square,Square,NTSC (N. America),1990-06,Racing,Everyone,1,94689101028,NES-TVROM,RAD RACER II,
NES-BU-USA,Raid on Bungeling Bay,Hudson Soft,Brøderbund,NTSC (N. America),1987-09,Shooter,Everyone,2,7.55E+11,NES-NROM-128,RAID ON BUNGELING BAY,
NES-RL-USA,Rainbow Islands,Taito,Taito,NTSC (N. America),1991-06,Action & Adventure,Everyone,2,20588010321,NES-UNROM,RAINBOW ISLANDS,
UNR-28-USA,Rainbow Islands: Bubble Bobble 2,Ocean Software,Unreleased,NTSC (N. America),N/A,Platformer,N/A,N/A,N/A,N/A,RAINBOW ISLANDS: BUBBLE BOBBLE 2,
NES-LI-USA,Rally Bike,Toaplan,Romstar,NTSC (N. America),1990-09,Racing,Everyone,1,95474130100,NES-UNROM,RALLY BIKE,
NES-RV-USA,Rambo,Pack-In-Video,Acclaim Entertainment,NTSC (N. America),1988-05,Action & Adventure,Everyone,1,21481103011,NES-UNROM,RAMBO,
NES-RP-USA,Rampage,Data East,Data East,NTSC (N. America),1988-12,Arcade,Everyone,2,13252002111,NES-TFROM,RAMPAGE,
NES-73-USA,Rampart,Jaleco,Jaleco,NTSC (N. America),1992-01,Strategy,Everyone,2,32264900246,NES-TLROM,RAMPART,
NES-H6-USA,MTV's Remote Control,Riedel Software Productions,Hi Tech Expressions,NTSC (N. America),1990-05,Action & Adventure,Everyone,1,87855000324,NES-SLROM,MTV'S REMOTE CONTROL,
NES-RZ-USA,The Ren & Stimpy Show: Buckeroo$!,Imagineering,THQ,NTSC (N. America),1993-11,Action & Adventure,Everyone,1,7.20E+11,NES-TLROM,REN & STIMPY SHOW: BUCKEROO$!,
NES-RG-USA,Renegade,Techn?s Japan,Taito,NTSC (N. America),1988-01,Action & Adventure,Everyone,2,20588010048,NES-UNROM,RENEGADE,
NES-HZ-USA,Rescue: The Embassy Mission,Kemco,Kemco*Seika,NTSC (N. America),1990-01,Action & Adventure,Everyone,1,44499000080,NES-SLROM,RESCUE: THE EMBASSY MISSION,
NES-RK-USA,Ring King,"Jastec, Neue Design",Data East,NTSC (N. America),1987-09,Sports,Everyone,1,13252002036,NES-DEROM,RING KING,
NES-DN-USA,River City Ransom,Techn?s Japan,Techn?s Japan,NTSC (N. America),1990-01,Fighting,Everyone,2,95303284011,NES-TLROM,RIVER CITY RANSOM,
UNR-29-USA,Road Fighter,Konami,Unreleased,NTSC (N. America),N/A,Racing,N/A,N/A,N/A,N/A,ROAD FIGHTER,
NES-VE-USA,RoadBlasters,Beam Software,Mindscape,NTSC (N. America),1990-01,Racing,Everyone,1,50047103127,NES-SLROM,ROADBLASTERS,
NES-7R-USA,Robin Hood: Prince of Thieves,Sculptured Software,Virgin Interactive,NTSC (N. America),1991-11,Action & Adventure,Everyone,1,52145800045,NES-SGROM,ROBIN HOOD: PRINCE OF THIEVES,
NES-CP-USA,RoboCop,"Data East, Sakata SAS",Data East,NTSC (N. America),1989-12,Action & Adventure,Everyone,1,14381516869,NES-TL1ROM,ROBOCOP,
NES-2C-USA,RoboCop 2,Painting by Numbers,Data East,NTSC (N. America),1991-04,Action & Adventure,Everyone,1,13252002203,NES-SLROM,ROBOCOP 2,
NES-R3-USA,RoboCop 3,Probe Software,Ocean Software,NTSC (N. America),1992-08,Action & Adventure,Everyone,1,20295010041,NES-SLROM,ROBOCOP 3,
NES-RR-USA,Robowarrior,"Hudson Soft, Aicom",Jaleco,NTSC (N. America),1988-12,Action & Adventure,Everyone,1,32264900031,NES-UNROM,ROBOWARRIOR,
NES-R4-USA,Rock 'n' Ball,KID,NTVIC,NTSC (N. America),1990-01,Action & Adventure,Everyone,4,97933100013,NES-TFROM,ROCK 'N' BALL,
NES-2R-USA,Rocket Ranger,Beam Software,Kemco*Seika,NTSC (N. America),1990-06,Action & Adventure,Everyone,1,44499000097,NES-SGROM,ROCKET RANGER,
NES-5R-USA,The Rocketeer,Ironwind Software,Bandai,NTSC (N. America),1991-05,Action & Adventure,Everyone,1,45557073206,NES-SGROM,ROCKETEER,
NES-7A-USA,Rockin' Kats,Atlus,Atlus,NTSC (N. America),1991-09,Action & Adventure,Everyone,1,2.00E+11,NES-TLROM,ROCKIN' KATS,
UNR-30-USA,Rod Land,The Sales Curve,Unreleased,NTSC (N. America),N/A,Platformer,N/A,N/A,N/A,N/A,ROD LAND,
NES-6V-USA,Roger Clemens' MVP Baseball,Sculptured Software,LJN,NTSC (N. America),1991-10,Sports,Everyone,2,23582051840,ACCLAIM-MC-ACC,ROGER CLEMENS' MVP BASEBALL,
NES-RH-USA,Rollerball,HAL Laboratory,HAL America,NTSC (N. America),1990-02,Action & Adventure,Everyone,2,40458031065,NES-SFROM,ROLLERBALL,
NES-R6-USA,Rollerblade Racer,Radiance,Hi Tech Expressions,NTSC (N. America),1993-02,Sports,Everyone,1,87855000553,ACCLAIM-MC-ACC,ROLLERBLADE RACER,
NES-U5-USA,RollerGames,Konami,Ultra Games,NTSC (N. America),1990-09,Sports,Everyone,1,83717120117,NES-TLROM,ROLLERGAMES,
NES-IS-USA,Romance of the Three Kingdoms,Koei,Koei,NTSC (N. America),1989-10,Strategy,Everyone,8,40198000086,NES-SOROM,ROMANCE OF THE THREE KINGDOMS,
NES-XL-USA,Romance of the Three Kingdoms II,Koei,Koei,NTSC (N. America),1991-09,Strategy,Everyone,12,40198000208,NES-EWROM,ROMANCE OF THE THREE KINGDOMS II,
NES-RW-USA,Roundball: 2 on 2 Challenge,Park Place Productions,Mindscape,NTSC (N. America),1992-05,Sports,Everyone,4,50047106647,NES-TSROM,ROUNDBALL: 2 ON 2 CHALLENGE,
NES-RA-USA,Rush'n Attack,Konami,Konami,NTSC (N. America),1987-04,Action & Adventure,Everyone,2,83717110026,NES-UNROM,RUSH'N ATTACK,
NES-RY-USA,Rygar,Tecmo,Tecmo,NTSC (N. America),1987-07,Action & Adventure,Everyone,1,18946110011,NES-UNROM,RYGAR,
NES-FV-USA,S.C.A.T.: Special Cybernetic Attack Team,Natsume,Natsume,NTSC (N. America),1991-06,Shooter,Everyone,2,7.20E+11,NES-SLROM,S.C.A.T.: SPECIAL CYBERNETIC ATTACK TEAM,
NES-SZ-USA,Section Z,Capcom,Capcom,NTSC (N. America),1987-07,Shooter,Everyone,1,13388110056,NES-UNROM,SECTION Z,
NES-SE-USA,Seicross,Nichibutsu,FCI,NTSC (N. America),1988-10,Action & Adventure,Everyone,2,22909100063,NES-NROM-256,SEICROSS,
NES-H3-USA,Sesame Street: 1-2-3,Zippo Games,Hi Tech Expressions,NTSC (N. America),1989-01,Educational,Everyone,1,87855000027,NES-SEROM,SESAME STREET: 1-2-3,
NES-H4-USA,Sesame Street: A-B-C,Zippo Games,Hi Tech Expressions,NTSC (N. America),1989-09,Educational,Everyone,1,87855000010,NES-SEROM,SESAME STREET: A-B-C,
NES-5A-USA,Sesame Street: A-B-C/1-2-3,Zippo Games,Hi Tech Expressions,NTSC (N. America),1991-11,Educational,Everyone,1,87855000058,NES-SLROM,SESAME STREET: A-B-C/1-2-3,
NES-4H-USA,Sesame Street: Big Bird's Hide & Speak,Riedel Software Productions,Hi Tech Expressions,NTSC (N. America),1990-10,Educational,Everyone,1,87855000034,NES-SLROM,SESAME STREET: BIG BIRD'S HIDE & SPEAK,
NES-85-USA,Sesame Street: Countdown,Riedel Software Productions,Hi Tech Expressions,NTSC (N. America),1992-02,Educational,Everyone,1,87855000041,NES-SLROM,SESAME STREET: COUNTDOWN,
NES-JL-USA,Shadow of the Ninja,Natsume,Natsume,NTSC (N. America),1990-12,Action & Adventure,Everyone,2,91199021488,NES-TLROM,SHADOW OF THE NINJA,
NES-3S-USA,Shadowgate,Kemco,Kemco*Seika,NTSC (N. America),1989-12,Action & Adventure,Everyone,1,44499000059,NES-TKROM,SHADOWGATE,
NES-9H-USA,Shatterhand,Natsume,Jaleco,NTSC (N. America),1991-12,Action & Adventure,Everyone,1,32264900239,NES-TLROM,SHATTERHAND,
NES-23-USA,Shingen the Ruler,Another,Hot-B,NTSC (N. America),1990-06,Action & Adventure,Everyone,1,93455100043,NES-SNROM,SHINGEN THE RULER,
NES-ZS-USA,Shooting Range,TOSE,Bandai,NTSC (N. America),1989-06,Action & Adventure,Everyone,4,45557073008,NES-CNROM,SHOOTING RANGE,
NES-OR-USA,Short Order / Eggsplode!,TOSE,Nintendo,NTSC (N. America),1989-12,Action & Adventure,Everyone,1,45496630546,NES-SBROM,SHORT ORDER / EGGSPLODE!,
NES-PK-USA,Side Pocket,Data East,Data East,NTSC (N. America),1987-11,Sports,Everyone,1,13252002098,NES-UNROM,SIDE POCKET,
NES-IV-USA,Silent Service,Rare,Ultra Games,NTSC (N. America),1989-12,Action & Adventure,Everyone,1,4.73E+11,KONAMI-UNROM,SILENT SERVICE,
NES-LK-USA,Silkworm,Sammy Japan,American Sammy,NTSC (N. America),1990-06,Action & Adventure,Everyone,2,39471885052,NES-SLROM,SILKWORM,
NES-VQ-USA,Silver Surfer,Software Creations,Arcadia Systems,NTSC (N. America),1990-11,Action & Adventure,Everyone,1,52145800038,NES-TSROM,SILVER SURFER,
NES-Q5-USA,The Simpsons: Bart vs. the Space Mutants,Imagineering,Acclaim Entertainment,NTSC (N. America),1991-02,Action & Adventure,Everyone,1,21481105039,NES-SLROM,SIMPSONS: BART VS. THE SPACE MUTANTS,
NES-Y9-USA,The Simpsons: Bart vs. the World,Imagineering,Acclaim Entertainment,NTSC (N. America),1991-12,Action & Adventure,Everyone,1,21481105053,ACCLAIM-MC-ACC,SIMPSONS: BART VS. THE WORLD,
NES-RN-USA,The Simpsons: Bartman Meets Radioactive Man,Imagineering,Acclaim Entertainment,NTSC (N. America),1992-12,Action & Adventure,Everyone,1,21481107040,ACCLAIM-MC-ACC,SIMPSONS: BARTMAN MEETS RADIOACTIVE MAN,
NES-DI-USA,Skate or Die!,Konami,Ultra Games,NTSC (N. America),1988-12,Action & Adventure,Everyone,8,83717120025,KONAMI-UNROM,SKATE OR DIE!,
NES-E4-USA,Skate or Die 2: The Search for Double Trouble,Electronic Arts,Electronic Arts,NTSC (N. America),1990-09,Action & Adventure,Everyone,1,17800165020,NES-SLROM,SKATE OR DIE 2: THE SEARCH FOR DOUBLE TROUBLE,
NES-7S-USA,Ski or Die,Konami,Ultra Games,NTSC (N. America),1991-02,Action & Adventure,Everyone,6,83717120124,KONAMI-SLROM,SKI OR DIE,
NES-SY-USA,Sky Kid,Namco,Sunsoft,NTSC (N. America),1987-09,Action & Adventure,Everyone,2,20763110020,NES-SHROM,SKY KID,
NES-2S-USA,Sky Shark,Software Creations,Taito,NTSC (N. America),1989-09,Shooter,Everyone,2,20588010079,NES-SCROM,SKY SHARK,
NES-SL-USA,Slalom,Rare,Nintendo,NTSC (N. America),1987-08,Sports,Everyone,2,45496630300,NES-NROM-256,SLALOM,
NES-5V-USA,Smash TV,Beam Software,Acclaim Entertainment,NTSC (N. America),1991-09,Action & Adventure,Everyone,2,1.06E+11,ACCLAIM-TLROM,SMASH TV,
UNR-31-USA,The Smurfs,Bit Managers,Unreleased,NTSC (N. America),N/A,Action & Adventure,N/A,N/A,N/A,N/A,SMURFS,
NES-RJ-USA,Snake Rattle 'n' Roll,Rare,Nintendo,NTSC (N. America),1990-07,Action & Adventure,Everyone,2,45496630591,NES-SEROM,SNAKE RATTLE 'N' ROLL,
NES-E2-USA,Snake's Revenge,Konami,Ultra Games,NTSC (N. America),1990-04,Action & Adventure,Everyone,1,83717120100,NES-SLROM,SNAKE'S REVENGE,
NES-OP-USA,Snoopy's Silly Sports Spectacular,Kemco,Kemco*Seika,NTSC (N. America),1990-04,Sports,Everyone,2,44499000073,NES-SLROM,SNOOPY'S SILLY SPORTS SPECTACULAR,
NES-7L-USA,Snow Brothers,SOL,Capcom,NTSC (N. America),1991-11,Action & Adventure,Everyone,2,13388110285,NES-SLROM,SNOW BROTHERS,
NES-SC-USA,Soccer,Intelligent Systems,Nintendo,NTSC (N. America),1987-03,Sports,Everyone,2,109989,NES-NROM-256,SOCCER,"1,960,000"
NES-LJ-USA,Solar Jetman: Hunt for the Golden Warpship,Zippo Games,Tradewest,NTSC (N. America),1990-09,Action & Adventure,Everyone,1,45496430047,NES-AOROM,SOLAR JETMAN: HUNT FOR THE GOLDEN WARPSHIP,
NES-KE-USA,Solomon's Key,Tecmo,Tecmo,NTSC (N. America),1987-07,Puzzle,Everyone,1,18946110035,NES-CNROM,SOLOMON'S KEY,
