id,name,developer,publisher,region,releaseDate,category,esrb,players,upc,board,sortName,UnitsSold
NES-WO-USA,The 3-D Battles of WorldRunner,Square,Acclaim Entertainment,NTSC (N. America),1987-09,Action & Adventure,Everyone,1,21481102014,NES-UNROM,3-D BATTLES OF WORLDRUNNER,
NES-8E-USA,8 Eyes,Thinking Rabbit,Taxan,NTSC (N. America),1990-01,Action & Adventure,Everyone,2,40886308593,NES-TLROM,8 EYES,
NES-TY-USA,10-Yard Fight,Irem,Nintendo,NTSC (N. America),1985-10-18,Sports,Everyone,2,45496630270,NES-NROM-256,10-YARD FIGHT,
NES-72-USA,720°,Beam Software,Mindscape,NTSC (N. America),1989-11,Sports,Everyone,1,50047103158,NES-SGROM,720°,
NES-NF-USA,1942,Micronics,Capcom,NTSC (N. America),1986-11,Shooter,Everyone,2,21000613595,NES-NROM-256,1942,"1,000,000"
NES-43-USA,1943: The Battle of Midway,Capcom,Capcom,NTSC (N. America),1988-10,Shooter,Everyone,1,13388110100,NES-UNROM,1943: THE BATTLE OF MIDWAY,
NES-A3-USA,Abadox: The Deadly Inner War,Natsume,Milton Bradley Company,NTSC (N. America),1990-03,Action & Adventure,Everyone,1,32244040887,NES-SLROM,ABADOX: THE DEADLY INNER WAR,
NES-6Z-USA,The Addams Family,Ocean Software,Ocean Software,NTSC (N. America),1992-01,Action & Adventure,Everyone,1,20295010034,NES-SLROM,ADDAMS FAMILY,
NES-FM-USA,The Addams Family: Pugsley's Scavenger Hunt,Enigma Variations,Ocean Software,NTSC (N. America),1993-08,Platformer,Everyone,1,20295010072,NES-SLROM,ADDAMS FAMILY: PUGSLEY'S SCAVENGER HUNT,
NES-DS-USA,Advanced Dungeons & Dragons: DragonStrike,Westwood Studios,FCI,NTSC (N. America),1992-07,RPG,N/A,2,22909100155,NES-TLROM,ADVANCED DUNGEONS & DRAGONS: DRAGONSTRIKE,
NES-LQ-USA,Advanced Dungeons & Dragons: Heroes of the Lance,Natsume,FCI,NTSC (N. America),1991-01,RPG,Everyone,1,22909100100,NES-SKEPROM,ADVANCED DUNGEONS & DRAGONS: HEROES OF THE LANCE,
NES-QQ-USA,Advanced Dungeons & Dragons: Hillsfar,Crosstalk,FCI,NTSC (N. America),1993-02,RPG,N/A,1,22909100162,NES-SNROM,ADVANCED DUNGEONS & DRAGONS: HILLSFAR,
NES-QA-USA,Advanced Dungeons & Dragons: Pool of Radiance,"Marionette, SRS",FCI,NTSC (N. America),1992-04,RPG,Mature,1,22909100131,NES-TKROM,ADVANCED DUNGEONS & DRAGONS: POOL OF RADIANCE,
NES-TB-USA,Adventure Island,Hudson Soft,Hudson Soft,NTSC (N. America),1988-09,Platformer,Everyone,1,39854000010,NES-CNROM,ADVENTURE ISLAND,"1,050,000"
NES-V7-USA,Adventure Island II,Now Production,Hudson Soft,NTSC (N. America),1991-02,Platformer,Everyone,1,39854000102,NES-TLROM,ADVENTURE ISLAND II,
NES-AT-USA,Adventure Island 3,Now Production,Hudson Soft,NTSC (N. America),1992-09,Platformer,Everyone,1,39854000195,NES-TLROM,ADVENTURE ISLAND 3,
NES-VD-USA,Adventures in the Magic Kingdom,Capcom,Capcom,NTSC (N. America),1990-06,Action & Adventure,Everyone,1,13388110186,NES-SLROM,ADVENTURES IN THE MAGIC KINGDOM,
NES-MU-USA,The Adventures of Bayou Billy,Konami,Konami,NTSC (N. America),1989-06,Action & Adventure,Everyone,1,83717110132,KONAMI-SLROM,ADVENTURES OF BAYOU BILLY,
NES-SG-USA,Adventures of Dino Riki,Hudson Soft,Hudson Soft,NTSC (N. America),1989-09,Action & Adventure,Everyone,1,39854000058,NES-CNROM,ADVENTURES OF DINO RIKI,
NES-2L-USA,The Adventures of Gilligan's Island,Human Entertainment,Bandai,NTSC (N. America),1990-07,Action & Adventure,Everyone,1,91199002807,NES-UNROM,ADVENTURES OF GILLIGAN'S ISLAND,
NES-AV-USA,Adventures of Lolo,HAL Laboratory,HAL America,NTSC (N. America),1989-04-20,Puzzle,N/A,1,40458011050,NES-SEROM,ADVENTURES OF LOLO,
NES-A4-USA,Adventures of Lolo 2,HAL Laboratory,HAL America,NTSC (N. America),1990-03,Puzzle,N/A,1,11081040458,NES-TEROM,ADVENTURES OF LOLO 2,
NES-QL-USA,Adventures of Lolo 3,HAL Laboratory,HAL America,NTSC (N. America),1991-09,Puzzle,Everyone,1,40458033120,NES-SLROM,ADVENTURES OF LOLO 3,
NES-2A-USA,The Adventures of Rad Gravity,Interplay Productions,Activision,NTSC (N. America),1990-12,Action & Adventure,Everyone,1,47875700147,NES-SLROM,ADVENTURES OF RAD GRAVITY,
NES-RF-USA,The Adventures of Rocky and Bullwinkle and Friends,Radical Entertainment,THQ,NTSC (N. America),1992-12,Platformer,Everyone,1,92826198962,NES-TLROM,ADVENTURES OF ROCKY AND BULLWINKLE AND FRIENDS,
NES-YB-USA,Adventures of Tom Sawyer,Winkysoft,SETA,NTSC (N. America),1989-08,Action & Adventure,N/A,2,31763104124,NES-SLROM,ADVENTURES OF TOM SAWYER,
NES-AI-USA,Air Fortress,HAL Laboratory,HAL America,NTSC (N. America),1989-09,Shooter,N/A,1,40458036077,NES-SJROM,AIR FORTRESS,
NES-AF-USA,Airwolf,Beam Software,Acclaim Entertainment,NTSC (N. America),1989-06,Action & Adventure,N/A,1,9726731069,NES-SH1ROM,AIRWOLF,
NES-FH-USA,Al Unser Jr.'s Turbo Racing,Data East,Data East,NTSC (N. America),1990-03,Racing,Everyone,4,13252002128,NES-SKROM,AL UNSER JR.'S TURBO RACING,
NES-RB-USA,Alex Demeo's Race America,Imagineering,Absolute Entertainment,NTSC (N. America),1992-05,Racing,Everyone,2,18706208934,NES-SLROM,ALEX DEMEO'S RACE AMERICA,
NES-AC-USA,Alfred Chicken,Twilight,Mindscape,NTSC (N. America),1994-02,Platformer,Everyone,1,50047113751,NES-UNROM,ALFRED CHICKEN,
NES-X3-USA,Alien 3,Probe Software,LJN,NTSC (N. America),1993-03,Platformer,Teen,1,23582051895,ACCLAIM-MC-ACC,ALIEN 3,
NES-A2-USA,All-Pro Basketball,Aicom,Vic Tokai,NTSC (N. America),1989-12,Sports,N/A,2,34912784598,NES-SLROM,ALL-PRO BASKETBALL,
NES-AM-USA,Alpha Mission,SNK,SNK,NTSC (N. America),1987-10,Action & Adventure,Everyone,1,18484145001,NES-CNROM,ALPHA MISSION,
NES-M5-USA,Amagon,Aicom,American Sammy,NTSC (N. America),1989-04,Platformer,Everyone,1,39471885021,NES-UNROM,AMAGON,
NES-3A-USA,American Gladiators,Incredible Technologies,GameTek,NTSC (N. America),1991-10,Sports,Everyone,2,43948511009,NES-SLROM,AMERICAN GLADIATORS,
NES-AP-USA,Anticipation,Rare,Nintendo,NTSC (N. America),1988-11,Party,Everyone,4,6121731069,NES-SEROM,ANTICIPATION,
NES-Q4-USA,Arch Rivals,Rare,Acclaim Entertainment,NTSC (N. America),1990-11,Sports,Everyone,2,21481104018,NES-AMROM,ARCH RIVALS,
NES-ON-USA,Archon,Bullet-Proof Software,Activision,NTSC (N. America),1989-12,Party,Everyone,2,7.31E+11,NES-UNROM,ARCHON,
NES-AR-USA,Arkanoid,Taito,Taito,NTSC (N. America),1987-08,Arcade,Everyone,1,20588010031,NES-CNROM,ARKANOID,
NES-A5-USA,Arkista's Ring,NMK,American Sammy,NTSC (N. America),1990-06,Action & Adventure,N/A,1,39471885069,NES-CNROM,ARKISTA'S RING,
UNR-01-USA,Asterix,Bit Managers,Unreleased,NTSC (N. America),N/A,Platformer,N/A,N/A,N/A,N/A,ASTERIX,
NES-YX-USA,Astyanax,Aicom,Jaleco,NTSC (N. America),1990-03,Action & Adventure,Everyone,1,32264900116,NES-TLROM,ASTYANAX,
NES-AN-USA,Athena,Micronics,SNK,NTSC (N. America),1987-08,Action & Adventure,Everyone,1,91199005129,NES-UNROM,ATHENA,
NES-AW-USA,Athletic World,Human Entertainment,Bandai,NTSC (N. America),1987-07,Sports,Everyone,1,45557077006,NES-CNROM,ATHLETIC WORLD,
NES-47-USA,Attack of the Killer Tomatoes,Imagineering,THQ,NTSC (N. America),1992-01,Action & Adventure,Everyone,1,7.20E+11,NES-SLROM,ATTACK OF THE KILLER TOMATOES,
UNR-02-USA,Aussie Rules Footy,Beam Software,Unreleased,NTSC (N. America),N/A,Sports,N/A,N/A,N/A,N/A,AUSSIE RULES FOOTY,
NES-FU-USA,Back to the Future,Beam Software,LJN,NTSC (N. America),1989-09,Action & Adventure,Everyone,1,23582051673,NES-CNROM,BACK TO THE FUTURE,
NES-L3-USA,Back to the Future Part II & III,Beam Software,LJN,NTSC (N. America),1990-09,Action & Adventure,Everyone,1,4.73E+11,NES-SLROM,BACK TO THE FUTURE PART II & III,
NES-DU-USA,Bad Dudes,Data East,Data East,NTSC (N. America),1990-07,Action & Adventure,Teen,2,13252002159,NES-TL1ROM,BAD DUDES,
NES-3B-USA,Bad News Baseball,Tecmo,Tecmo,NTSC (N. America),1990-06,Sports,Everyone,2,18946110097,NES-SLROM,BAD NEWS BASEBALL,
NES-BV-USA,Bad Street Brawler,Beam Software,Mattel,NTSC (N. America),1989-09,Action & Adventure,Everyone,2,74299040627,NES-SGROM,BAD STREET BRAWLER,
NES-BF-USA,Balloon Fight,Nintendo Research & Development 1,Nintendo,NTSC (N. America),1986-06-03,Action & Adventure,Everyone,2,45496630201,NES-NROM-128,BALLOON FIGHT,
UNR-03-USA,Banana Prince,KID,Unreleased,NTSC (N. America),N/A,Platformer,N/A,N/A,N/A,N/A,BANANA PRINCE,
NES-PG-USA,Bandai Golf: Challenge Pebble Beach,TOSE,Bandai,NTSC (N. America),1989-02,Sports,Everyone,2,45557072001,NES-CNROM,BANDAI GOLF: CHALLENGE PEBBLE BEACH,
NES-XJ-USA,Bandit Kings of Ancient China,Koei,Koei,NTSC (N. America),1990-12,Strategy,Everyone,5,40198000178,NES-ETROM,BANDIT KINGS OF ANCIENT CHINA,
NES-8V-USA,Barbie,Imagineering,Hi Tech Expressions,NTSC (N. America),1991-12-31,Action & Adventure,Everyone,1,87855000546,NES-SLROM,BARBIE,
NES-ET-USA,The Bard's Tale,Atelier Double,FCI,NTSC (N. America),1991-11,RPG,Teen,1,22909100124,NES-SNROM,BARD'S TALE,
NES-ZT-USA,Barker Bill's Trick Shooting,Nintendo Research & Development 1,Nintendo,NTSC (N. America),1990-08,Shooter,Everyone,1,45496630553,NES-SCROM,BARKER BILL'S TRICK SHOOTING,
NES-5B-USA,Base Wars,Konami,Ultra Games,NTSC (N. America),1991-06,Sports,Everyone,2,2.15E+11,NES-TKROM,BASE WARS,
NES-BA-USA,Baseball,Nintendo Research & Development 1,Nintendo,NTSC (N. America),1985-10-18,Sports,Everyone,2,45496630096,NES-NROM-128,BASEBALL,"3,200,000"
NES-UB-USA,Baseball Simulator 1.000,Culture Brain,Culture Brain,NTSC (N. America),1990-03,Sports,Everyone,2,47743890031,NES-SKROM,BASEBALL SIMULATOR 1.000,
NES-B9-USA,Baseball Stars,SNK,SNK,NTSC (N. America),1989-07,Sports,Everyone,2,18484205002,NES-SKROM,BASEBALL STARS,
NES-9R-USA,Baseball Stars 2,Pixel,Romstar,NTSC (N. America),1992-07,Sports,Everyone,2,95474210109,NES-TKROM,BASEBALL STARS 2,
NES-LD-USA,Bases Loaded,TOSE,Jaleco,NTSC (N. America),1988-07,Sports,Everyone,2,41800354122,NES-SFROM,BASES LOADED,"1,580,000"
NES-L2-USA,Bases Loaded II: Second Season,TOSE,Jaleco,NTSC (N. America),1990-01,Sports,Everyone,2,32264900079,NES-SL3ROM,BASES LOADED II: SECOND SEASON,
NES-3L-USA,Bases Loaded 3,TOSE,Jaleco,NTSC (N. America),1991-09,Sports,Everyone,2,32264900208,NES-TLROM,BASES LOADED 3,
NES-BD-USA,Bases Loaded 4,TOSE,Jaleco,NTSC (N. America),1993-04,Sports,Everyone,2,32264900277,NES-TLROM,BASES LOADED 4,
UNR-14-USA,Batman: The Video Game,Sunsoft,Sunsoft,NTSC (N. America),N/A,Action & Adventure,Everyone,1,20763110099,NES-SKEPROM,BATMAN: THE VIDEO GAME,
NES-48-USA,Batman: Return of the Joker,Sunsoft,Sunsoft,NTSC (N. America),1991-12,Action & Adventure,Everyone,1,20763110204,NES-BTR,BATMAN: RETURN OF THE JOKER,
NES-BX-USA,Batman Returns,Konami,Konami,NTSC (N. America),1993-01,Action & Adventure,Everyone,1,83717110323,NES-TLROM,BATMAN RETURNS,
NES-C6-USA,Battle Chess,Beam Software,Data East,NTSC (N. America),1990-07,Strategy,Everyone,2,4.73E+11,NES-SGROM,BATTLE CHESS,
NES-AD-USA,The Battle of Olympus,Infinity,Brøderbund,NTSC (N. America),1989-12,Action & Adventure,Everyone,1,78915019103,NES-SGROM,BATTLE OF OLYMPUS,
NES-9B-USA,Battle Tank,Imagineering,Absolute Entertainment,NTSC (N. America),1990-09,Action & Adventure,Teen,1,47875700048,NES-CNROM,BATTLE TANK,
NES-BH-USA,Battleship,Mindscape,Mindscape,NTSC (N. America),1993-09,Strategy,Everyone,1,23582051574,NES-CNROM,BATTLESHIP,
NES-8T-USA,Battletoads,Rare,Tradewest,NTSC (N. America),1991-06,Action & Adventure,Everyone,2,31719199112,NES-AOROM,BATTLETOADS,
NES-U8-USA,Battletoads & Double Dragon,Rare,Tradewest,NTSC (N. America),1993-06,Action & Adventure,Everyone,2,31719199242,NES-AOROM,BATTLETOADS & DOUBLE DRAGON,
NES-4B-USA,Beetlejuice,Rare,LJN,NTSC (N. America),1991-05,Action & Adventure,Everyone,1,31719199242,NES-AMROM,BEETLEJUICE,
NES-BB-USA,Best of the Best: Championship Karate,Movie Software,Electro Brain,NTSC (N. America),1992-12,Fighting,Everyone,2,99451024888,NES-UOROM,BEST OF THE BEST: CHAMPIONSHIP KARATE,
NES-A8-USA,Bigfoot,Beam Software,Acclaim Entertainment,NTSC (N. America),1990-07,Action & Adventure,Everyone,2,21481103042,NES-SLROM,BIGFOOT,
NES-42-USA,Bill & Ted's Excellent Video Game Adventure,Rocket Science Games,LJN,NTSC (N. America),1991-08,Action & Adventure,Everyone,1,23582051697,NES-SLROM,BILL & TED'S EXCELLENT VIDEO GAME ADVENTURE,
NES-EV-USA,Bill Elliott's NASCAR Challenge,Distinctive Software,Konami,NTSC (N. America),1991-04,Racing,Everyone,1,83717110194,NES-TSROM,BILL ELLIOTT'S NASCAR CHALLENGE,
NES-CM-USA,Bionic Commando,Capcom,Capcom,NTSC (N. America),1988-12,Shooter,Everyone,1,13388110087,NES-SGROM,BIONIC COMMANDO,
NES-BO-USA,The Black Bass,Another,Hot-B,NTSC (N. America),1989-09,Sports,Everyone,1,93455100012,NES-UNROM,BLACK BASS,
NES-VS-USA,Blades of Steel,Konami,Konami,NTSC (N. America),1988-12,Sports,Everyone,2,83717112501,KONAMI-UNROM,BLADES OF STEEL,
NES-VM-USA,Blaster Master,Sunsoft,Sunsoft,NTSC (N. America),1988-11,Action & Adventure,Everyone,1,1.10E+11,NES-SKEPROM,BLASTER MASTER,
NES-8N-USA,The Blue Marlin,Hot-B,Hot-B,NTSC (N. America),1992-07,Sports,Everyone,1,93455100098,NES-TLROM,BLUE MARLIN,
NES-4Z-USA,The Blues Brothers,Titus Software,Titus Software,NTSC (N. America),1992-09,Action & Adventure,Everyone,2,86854002612,NES-UNROM,BLUES BROTHERS,
NES-6J-USA,Bo Jackson Baseball,Beam Software,Data East,NTSC (N. America),1991-10,Sports,Everyone,2,13252002210,NES-TSROM,BO JACKSON BASEBALL,
NES-BM-USA,Bomberman,Hudson Soft,Hudson Soft,NTSC (N. America),1989-01,Strategy,Everyone,1,39854000034,NES-NROM-128,BOMBERMAN,"1,000,000"
NES-BW-USA,Bomberman II,Hudson Soft,Hudson Soft,NTSC (N. America),1993-02,Strategy,Everyone,2,39854000188,NES-SNROM,BOMBERMAN II,
